Username,Comment
@nancytaylor1673,...and Ilhan Omar has the guts to say that 'some people did something'??? Let that sink in as you watch this...SMH
@larrytafur1839,Never forget
@Southernpinesranch,I was about nine. A few weeks later the father of a boy came to our class to talk about what happened. He was in one of the buildings next to the towers when they were hit.
@matisyahup613,"I write this today 9/11/19, 18 years ago I remember this vividly. I was born in 1987, and I view my life as 2 phases. Before and after this day. The world has never been the same."
@barrypike01,And after going to war mk2 we the world then let's Arabs into our countries. In my opinion this was the worse thing anyone could do. I've met lots of lovely Muslims. However I've met some that spill out hate towards the West. I've got into arguments when I heard how they were going to take over our country one day. As the argument was in the high street the police who were there watching and with arms crossed threatened me with arrest. All I said was you clearly don't like us so go home. I never swore. I said they're preaching hate on our streets and you do nothing but stand there?. 1 policeman goes the powers that be have instructed us to leave them alone and not arrest them. 7 of them to be precise. So they get a little closer to ruling us by giving them power and protection. To me it's all wrong
@vze21gwa,It's been 18 years and the pain is still real. I was 12 when it happened. I still remember everything vividly. I remember the worst of it was September 12th when you realized it wasn't a dream. The day later on September 13th we went back to school and everyone seemed like a zombie. RIP to the victims of 9/11.
@aprilmayjune3060,"Omg I'm not american but as human, this is so heartbreaking, can't imagine how's the family of the victims if they saw this video"
@monicabosquez4761,"I remember being in my classroom as all our teachers and students watched in horror of the monstrosity happening right in front of our eyes. It never gets easier, but we never forget the fallen, and the heroes that responded to that tragic morning. God bless us all. #neverforget9/11"
@emilykate3324,This forever changed the world on every scale. My best friend called me this day 18 years ago and said something about an attack. Turned on the tv and saw the second plane hit. There are no words..to this day..there are no words
@joelewis2270,Never Forget 9-11
@beckylieb2637,So the vice president of CNN just so happened to be an eye witness to the biggest news event in 100 years? I can't even make this stuff up.
@Tumultuous46,The day America changed. Never forget the lives lost today in 2001.
@javiermeza5086,I never forget this day!!! I was in New York when this happened... R.I.P. #neverforgotten
@clxuds5663,18 years
@josephastier7421,What would Donald Trump do if our nose was ever bloodied like this on his watch?
@ferryv6740,"I was 9, From Europe, and even I still remember this day. I remember where I was and where I was going. Even tho I did not understand what it was, I'll never forget these images and the fear felt by the people around me. I hope the world will become a better place, but so far it hasn't been getting much better."
@jackiemcvay2531,This is the first time in 18 years I can bring myself to watch anything of 9/11.
@joesr.shannavanausdall855,the War o n terror begins. I wont forget or forgive.
@beccasmith1276,My 11yo daughter interviewed me for a report on 9/11. I got teary eyed as she asked me questions.
@sosickly,"though I wasn't alive then, my mom used to work in the world trade center in 2000 on the 20th floor I believe, thank god she changed jobs or I probably wouldn't have been born. all my condolences go out to families who lost friends and loved ones."
@sherrywilburn6326,I hope this is shown every year on Sept. 11th. Sad and tragic but we need to remember the lost lives and the terrorist attacks that caused the event.
@thegamingchicken945,I was only 2 weeks old when all this went down Rest In Peace to everyone who passed that day
@ZonerHODHC,I was 5 years old on that day. Never Forget 9/11/01
@suehope1310,"Rest in peace to all those who were in that terrible terrible attack, 18 years ago today you will never ever be forgotten. We must keep fighting against terrorism."
@joecampbell8599,God bless all that passed on this terrible day. love from london
@camleatigdad,rip
@onlyonemrxonlyonemry306,2001- never forget
@edgargonzalez723,God forgive us all
@bigwillietheb,"18 years ago today the world changed for the worse Never forget September 11, 2001"
@user-pb9kk6zt4n,RIP 18 years
@priscahkangoma4427,May the souls of the victims rest in peace.so sad
@Dawn-fq2gd,"Watching this video 18 years later...I just can't...all those lives lost...there is nothing, absolutely nothing, that anyone can say that will help to make this something that we understand. This is HATE at it's core. I don't know the inner workings of government or the military...there are just some things that maybe I shouldn't know...but this. This is simply...heartbreaking. The individuals whose lives were taken on this day are living in The Light...I continue to pray for their families for comfort and healing. I also pray for our country...our country needs to bring itself back to the way we were on 9/12/01...if we don't...we are lost. God Bless!"
@MohammedAli-uf1ek,Remove pork
@HillDollBecky09,Heart breaking all those poor victims and their famlies this will always be a sad day in History cant believe it's been 18 years
@myrahall843,"Still totally horrible , so many lost their lives on this day. I cry every time i see this I still pray for all that was lost and their families. I will never forget this horror."
@anthonytarrazi7795,18 Years Later R.I.P To All The People Who Lost Their Lives.
@unknownuser25_48,The worst day in American history. _9/11/19_
@jennifergraham3507,Forget I'm going too. The flag
@jennifergraham3507,Never
@kristiyanageorgieva7805,I WAS VERY SCARED
@irissanchez5972,Rip ppl of the world MUST be in harmony
@tomnewsted5004,"The saddest thing about this event is that it was the last time I can remember when we as a nation stopped caring about hyphenated identities and just stood together as Americans. We stood as a nation in morning, we stood as a nation that was healing and then stood as a nation to seek justice. All of that has been lost and we are now neck deep in our own political agendas that have become so toxic to the soul of this nation that I don't know if we will ever recover. We need to remember that no matter what our ethnic background is we are all Americans. We all have the same red blood flowing through all of us and we can only survive if we stand together. The images we saw in this video and others were of everyday people helping total strangers that is what America is not white vs black or Republican vs Democrat we are America and we should be proud of that."
@grits9586,I was a freshman in high school when this happened. It was so scary.
@shereenance5889,I'm in tears still today. Hugs and prayers for everyone today. #USASTRONG
@ChevyBM,Never forget. The world has not been the same place after this.
@iSolidz95,Inside Job.
@leslyedonaldson7080,"CNN, wonder if they were FAKE NEWS THEN??? Makes me question this video knowing what crap they are today."
@FairyWeatherMan,one of the direst tragedies of our time. May all the victims rest in peace!
@azerovc,Juice-tream media! Fuck off CNN! ALL LIES! WAKE UP FOLKS!
@davinastanton3865,18 years on. I can still remember this like it was yesterday. My thoughts are with the families of people they lost that awful day. Bless you all. With love from Scotland.
@nicoleleah9734,9 - 11 - 2019 I was very young back then. Seeing it now. I can't imagine how many innocent lives have been affected to this fateful day. RIP
@sineadhalliwell5365,RIP SO MANY BEAUTIFUL LIFE'S TAKEN.
@deborahfowier5107,Why Why? I will never in my life understand why people can take lives in such a senseless way or how they can take so many lives on purpose. I grasp at trying to understand and it leads my mind to how much hatred these foreign people had against Americans. I will never truly understand maybe one day I'll find the answer from God. Til then I will always pray for PEACE. For without hope there is no way for PEACE and we all at the end of the day want love and peace! Don't we?
@adamf468,"I was 15. Watched the 2nd tower get hit on live TV in history class, people jump, and both towers collapse. This brings back emotions like it was yesterday."
@brucel10315,So sad!
@obi-wankenobi86,America... last country i ever visit
@Eddie303,Never forget that the authorities are out to get you if you share this. And Mark Suckerberg will throw you in fb jail if you mention the reason behind this attack. Never forget.
@Corr9ctions,PEACE BE WITH YOU! Revisited in 2019! <3
@rileycosgrove5312,911 was a sad action that the government did
@TheUniverseAroundUsNews,9/11/2019 I will never forget this day.... RIP to all those that lost their lives on this sad day.
@w_c_hypebeast4745,9/11 18 years later
@breathedeep,Still unbelievable
@avehurley4722,"This was real coverage. I used to always watch CNN and watched from my hospital bed the day this happened.Why has CNN changed so much over the years that it is no longer as reliable as it once was? We shall never forget 911 but the younger generation today is not being told the truth and some know so little about what happened that day. We need to return to truth patriotism and pull our nation together again not keep tearing it apart as is happening now,. And with this coverage why does CNN now push so much fake news today? Why isn't CNN leading in providing unbiased real coverage warning Americans that we are still under attack in our nation in many subtle and not so subtle ways through illegal immigration and corrupted politics that instead of helping to unify our nation they push to further tear us all apart? We need to make and keep America great again."
@HappilyTrustfrated,I was in elementary school at Preston hollow and it was so scary the teacher put it on the news(we all were horrified as children to see that) very heartbreaking all these years later ...
@tamarayouknowwho6724,"What's really sad is that barely 18 years after we said we would never forget, I cannot find a single television station with any kind of a memorial show planned. I have to come and search for old footage on my own to keep my commitment to never forget."
@BBKingoftheDark,9/11/19 today... It was terrible...! Rest in peace from Turkey...
@kevincunningham5108,from
@Drolly95,Never forget 9/11/2001. 18 years later.
@jenetalong6452,Lies bush lies
@Mrcrisis2012,God's judgement on America...The Harbingers
@lucianocarreras8243,"My deepest condolences to the families of the victims, a big hug from Argentina. R.I.P to the victims. I'm with you."
@MikelGCinema,Now imagine this for years and for no reason.
@haleyhagan2642,We will NEVER forget!
@ELLEON1959,"I for one, will never forget... God bless all that died that day..."
@firefighterkid5281,This is never something for people to joke about.
@susanr5688,"Shocking 18 years later, never to be forgotten. God rest those souls."
@sarahwill9099,Horrific day. Much Love to All.
@madeline1698,It still hurts years later ...
@chorne16,That wasnt easy to watch. But we will never forget. Its totally heartbreaking
@darlamundine,The government is still importing this shit.
@godisreal4309,I believe there was not outside terrorist attack.. this was on the inside. Our own government was behind this. If it was a planned terrorist attack to hit the twin towers and the pentagon why did they not hit the White House?? I watched a conspiracy theory about it and makes since to me.
@courtneychagnon7806,"Such a heartbreaking day, my heart goes out to all of the families who have lost their loved ones in all locations of this terrible attack. There are no words"
@zippyde,dreadful act of terrorism.
@sats7819,No matter how many times you look at it. This was an inside job. Pentagon was a cruise missile.
@karenkirkpatrick6438,"These bastards that think it's alright and good to kill in the name of their religion need to die, and all those who support them need to die...painfully and immediately. Won't they be surprised when instead of the so-called virgins they think they're going to get, God tells them, ""I never wanted you to kill in my name""."
@hivhoax8129,"Look at who is speaking ""Sean Murtagh"" that should tell you all you need to know. This entire attack was planned by very powerful people in corporations and the government. It's a complete Fraud. Just watch this Video https://www.youtube.com/watch?v=Rml2TL5N8ds&feature=share&fbclid=IwAR3uAuEbEsD4EcP4naxEmjFTA1MCGOTeaRT2STERALebwllWW288ph4vLYI"
@LilyWhisperwind,Such a heartbreaking day. :-(
@flightgear7348,I was running my Paltalk room when this happened and got the news from another Room member - crazy
@rachaelboakes329,My thoughts are with the familys who lost loved ones rip
@AlexPletcherPhoto,weak propoganda
@branchwilliams8898,"Sadly, there is one other crash that this and many other videos often overlook. The crash of United Airlines flight 93. The passengers of 93 were the only people that made an attempt to resist the hijackers of 9/11/01. The 40 of them talked secretly amongst each other for about an hour as the plane flew to its next target. One of them just so happened to be a pilot. They had been held hostage using a fake explosive device. They soon discovered this, and overpowered the two keeping them from the aircraft cabin. They broke down the locked door and fought the remaining two hijackers for control of the aircraft in an attempt to land it away from its target. But they were minutes too late. In the fight for control of the cockpit the plane began its plunging descent towards the empty farming fields of Pennsylvania, and the crew and passengers were all dead on impact. The crash site spanned for 5 miles and 80% of the remains were vaporized on impact. The only means of Identification was the flight roster."
@mahnabozo,my heart breaks every time
@mimato,I was nine years old when my art teacher broke the news to us. I sat there completely stunned and scared because my parents worked near by the towers. I'll never forget the feeling.
@ligsvideos,"If this were to happen today, CNN would blame Trump. I used to like watching breaking news on CNN. Since then they've become a cancer on journalism."
@cyde8373,This is exactly why we need to secure our borders and keep building the wall. Deport ALL illegals and kids.
@willsweat5413,"6:43 seeing Mayor Rudy Giuliani, in the streets as this was going on made him ""America's Mayor"". We, Americans, need to get our unity back and never forget."
@lindayeargan2412,My question is for other American's Has Islam Apologised???? Hey I thought you said you'd never forget??
@kthx1138,Sickening
@danklavagaming8570,"People that cause these terrible things, it can change the world. When things happen we gotta move on."
@CharlieND,"I wasn't alive when this happened, but it's not hard for me to imagine the feelings of shock, panic, and fear going through people's minds all over the world. RIP"
@frankwilliams4528,Every 9/11 this is all that should be on tv . So the spineless Semocrats won't forget .
@boejiden.1445,C.r.a.z.y
@janeedwards5843,Still heartbreaking to see. The fear on peoples faces is etched in my memory forever.
@Ygfentceo,The fact to hear bush speak during these moments is ridiculous
@blitzkriegtv9192,"it's hard to imagine how it collapsed so easily, to think that the hit part is top part. so creepy"
@Cartagena1,"I was in New York City two weeks before the events of 9/11. My family had been on vacation the summer I turned 15, what ended up being the best summer of my childhood, and we ended it with a visit to Manhattan. I wanted so badly to go up into one of the Twin Towers. I'd wanted to visit those buildings my whole life at that point. But we ran out of time, and my dad promised that the next time we went to New York, it would be the first thing we did. 2 weeks later, it's the second week of my sophomore year of high school and I'm sitting in horror watching these events unfold in real time in third period journalism class, then in fourth period health class. By lunch, half the students had gone home. My parents worked for the government at the time, so there was no leaving early for me. They called the school to make sure a message could get to my sister and I that they were both OK. I got home that afternoon and we all just continued to watch the news, learning more and more. Somehow I knew when I went to bed that night that my childhood was officially over, and the world was going to change. Today at the age of 33, there are a lot of things I miss about being younger, but nothing more than what life used to be like in the pre-9/11 world."
@brittanyeisenhauer4951,I was in 5th grade when this happened. I joined the army out of high school because of this sad day. I will never see life the same.
@dahpnebrown7350,Don't ever forget
@soireenow3735,I knew deep down this was a terrorist attack when the first place hit. How does an airplane just fly over an area that isn't too common and that low. Jumping out the window sounds vs burning to death. I hope the smoke takes me first if I couldn't get out. Sound sick but it's true
@soireenow3735,I guess the other 9 % weren't even born
@ainelawlor5755,I watch these to remind my self my life isn't so bad and to remind my self to wake every day and be grateful that I'm living life to the fullest life is sort
@rahorus1740,I remember working at Oxford when I heard about the bombing of both towers. I remember the bbc saying a second plane has hit the tower before the second bomb even exploded!! Maybe the bbc pedos had a time machine because if they didn't!! This whole thing stink to high heaven. WHY HAVE YOU PUT PIANO PLAYING IN THIS VIDEO?? WAS IT NOT SAD ENOUGH?? YOU NEEDED TO AD SOME TRAMATIC SAD PIANO TO IT?? IS IT JUST ME OR IS THIS WORLD FULL OF FAKE STINKING People.
@traceyward2754,We got told because we were at work. They thought they were going too hit the UK. On government buildings.it was no telly channels just this....horrific
@rogerspeed9800,why did the government let this happen ??
@sshotfired,";( ... May everyone who died on that day, *rest in peace* ..."
@PCFEOP,"Look at bottom of screen how Nasdaq, Dow S&P were all green after the first tower was hit because everyone was thinking it's an accident but as soon as second tower was hit, it all went down within minutes, that was the moment everyone realized we are under attack and panic was at peak."
@sirensociety7730,Damn...
@markyounger1240,A failed culture trying to destroy a successful culture because of envy and malice. It is as simple as that!
@markyounger1240,What was amazing to me was that almost none of the news anchors were watching the live video feed. Almost none of them saw the second plane hit the building as it happened. They had to watch a replay before they knew what happened.
@thisguyhere6641,"I'll never forget September 11, 2001 as long as I live! I was an 8th grader at Cawood Elementary School in Cawood, KY! And when I saw the news coverage of 9/11, I was BEYOND shocked and devastated!"
@henryc2322,Almost 18 Years that happen and we can still remember that time
@jayshauntingsfilesexplorat9250,This year will mark 18 years after 9/11
@millertime1101,dont stand there get 5miles away
@laboratoryebola9901,"Israel did it, to use naive amerikkkans into iraq n other wars of interests of saudis uk etc"
@susuho675,"August 4, 2019 still painfully heart wrenching after all these years. Rest in Peace dear ones."
@markeugenelee2083,"What a unimaginably tragic day Remember watching it on live news,in Pakistan"
@luismata,Someone knows who's the background's music composer?
@davidhenryandthemysterons3220,"SHIT MAN IT WAS ALL A FIX ,AND MURDER BY THE US GOV."
@jamespaulson5486,It's been almost 18 years since this day and I remember it like it just happened. The video never gets easier to watch. Just reading the comments from the young people here gives me hope for the future. It was a day that forever changed the world. It's painful to deal with the shock and the fear that people experienced.
@mazdakmina9493,"This story was so heartbreaking that at 2:17, you can literally hear the anchor listening to his correspondent sniffing on the other end of the microphone. He's trying not to cry! Even professionals couldn't hold it together, it was so awful! :'( Even one of my teachers was crying that day (I was in 6th grade)."
@786zakariahossain,"Really sad but I am (seeking advice opinions)- Why did the building fell straight down? Plane hit the top, why did it fall in such a way as if some bombs were set accordingly to make it fall this way? (I mean planned building demolition). Is it a propaganda?"
@joebatimore8893,may god just please let the souls rest of these people and everybody else who died in this wonderful thing called Life
@fernandorafaelsaucedo7756,I Fernando Rafael Saucedo in skyview prison in Texas inmate 872957 TDCJ am a witness and sgt Castro was around when someone delivered patents too me and bill Clinton
@scoobiedoobiedoo1,https://youtu.be/OSxuXsyanCI
@michaelseemayer8150,Thanks Bibi!!! Rot in hell!
@chxse..,"I wasn't born when this happened, because I'm just becoming a teenager. But if I had seen that I would have just broken down in tears, because I have severe anxiety I would have panicked"
@bubbahogg-buga4613,"this is the third largest american tragedy.. the second was pearl harbor, and the first was the installment of donald trump to the presidency"
@kepler_0008,Wow! YouTube has deleted lots of live coverage that used to be available!!!
@chrishamilton5181,Does the Nation of Islam still want to talk about white supremacy?!!!
@chrishamilton5181,"There you go Ashanti. I have nothing to hide. I am a world class criminal, in the ""Art of War"" before the embarrassment of your NYC ""Stonewall"" Inn happened. Or Lloyd Carr lost his grip on Michigan Football, because of your Ohio State negroes!!!!"
@shannindufrene5357,So sad
@corrynthiaiam9205,I remember being in my 11th grade Economics class. I believe that day every child in Miami Dade County left school early..I also remember how UNITED AMERICANS BECAME..Every where you went you seen American Flags.
@justsomebeachbum3067,Bush was in on this! It was all about the missing money at the pentagon!
@lennoxpilgrim7088,Who ever vote for algore can see the difference now . Before then & after
@lennoxpilgrim7088,Since bush won the election I knew something was going to happen . Like father like son . War war wall street crash wall street crash
@CornyCorntaleCornypants,"Honestly, we watched this video at my school a few days ago to learn about September 11, 2001. I kind of don't understand the warning at the beginning. I mean like I understand that at the time this was offensive to a few people, but now, they could edit this video and take out the warning at the beginning."
@savannahmichel9115,I remember this day I was about 9yrs... I was scared shitless in Texas because we all got sent home from school in a panic no one knew if it was just New York or if an all out attack was happening...
@rustthelion8270,This event Happened about a month after I was born. And back when I was in 6th grade my math teacher said that she had family in New York when the attacks happened. Thankfully they are ok. I'm sure there are a lot of people like me that wish this event never happened
@jodybobo,Rudy Giuliani was amazing on that day... his leadership and his strength of character made me proud to be an American.
@pixelpictures7616,That's why there should be guns in offices...so people can choose how they die in case of something like this you know
@LittleCamila2022,"It's not just computer, printers burning but humans beings think about that."
@russelljr4026,"Still so heartbreaking so many innocent lives lost,never forget"
@naviblogger,This day it will be remembered like the biggest lie ever told in the human history....rip all inocent lives in USA and Irak and Libya and Sirya and Afganistan.etc etc..
@eljefe114,God Bless America. Rest In Peace to those innocent people lost that day.
@ShaneC27,RIP to all those who lost their lives that day. From a friend in Ireland
@polishheavies8205,Its hard to go through this like a man.. The horrors.. Imagine what the Hiroshima and Nagasaki bombings would look like for the people
@LegendOfDuo,"I still remember being in school in MN and my teachers were scurrying around and my class had no idea what was going on. We had no clue....Until they turned on the news and everyone started to gasp and cry. We were just in middle school, tragedies like this only happened in movies right? RIGHT!?....No they don't I found out. And we don't all get happy endings. R.I.P to all the victims/volunteers and fire/cop depts that lost their brothers and sisters there."
@angyluzarmendaris2650,Rip firefighter micheal bocchino battalion 48 and firefighter david arce engine 33 Rip everyone who perished that day including the heros
@nancyeutsey9576,They should have built them back exactly how they were because now they know we're not going to be the same so they should have built it back the same and if anybody would have came into contact or even close to them come on let's be real they have the military power to make them leave
@nancyeutsey9576,Sad day :(
@kingkhan8040,Jihad zindabad
@kingkhan8040,Its cute view
@PandaPowerable,I hope the ends justified the means!
@lisajessick9993,God did some serious weed pulling in the garden of life that day. The greedy went to hell and the many good souls went to paradise.
@izzybyrne8080,"If you think about, it could of been worse, if the south tower fell into the north tower"
@brikgrille868,Why just why
@sunny9118,9/11
@Ikelae,"This is our trauma, this is the event that defined an age."
@user-ls6rj9hm6s,"I went to New York and I also went near the new world trade Center and whenever a plane flew over it, most people stared up at it with slight fear in their expressions."
@alexjones7708,fortnite remaster
@jeremymoore145,I remember the day .. the morning... what I was looking at on tv coming into class was devastating! I will never forget! The reason why I served this great country in the U.S Navy! #proudAmerican #911neverforgotten
@jacquelinemarion313,Pray for people who lost loved ones in new York city and Manchester
@jacquelinemarion313,Pray for new York city
@ssumone,im ten years old and the only thing i can say to this video is Holy........shit
@33igon,"""...directly in the middle of one of the towers..."". Did this guy have his glasses on?"
@TheRealKalEll,CNN =
@kianajenkins8482,This was such a horrific day. I was very young when it happened but it is one of the days from my childhood that's unfortunately just burned into my mind. You don't forget the emotion and terror that the entire country felt on that day.
@rrpo811,"At 1:06 a jet crashes into one of the towers and the reporter says nothing. Also after that he says an explosion occurs from inside the building saying absolutely nothing about that plane. Wow tell me nothing was edited, so fake. There were no planes."
@elizabethduodu8670,why why does this have to happen
@yohaneslemma9861,Junk American
@a.j.dostalik8852,my dad was in d.c. a few days before and i just think god that he left and he was fine
@tomk9451,"Where is WTC 7, CNN? Do you even know that three towers have imploded?"
@animalqueenmaster6357,I wish 9/11 was just a nightmare everyone had just for the night I wish 9/11 never happened
@stevebarrett2106,"Most of the culprits were from Saudi Arabia, so, as you would expect, a different country got blamed."
@FreeSoul76,This is still scary so many people they lost their lives America still support terrorists Saudi Arabia
@ipinkbat,"I wasn't even born in 2001,but my mom was in the united states during the attack and we couldn't almost get home (she was pregnant with me) and I'm so heartbroken because of every single story of them. Love to all of these families 17 years later. Never forget :("
@Brandon-rq3ys,"Mid-August, 2001, me, my father and my brother are driving from Florida back home to Boston. I was 17 and had just gotten a new cheap little camcorder. As we travelled through NYC, I filmed all that I could. Surprisingly, even though i was from Boston, just a few hours away, I had never been to NYC. And my father wouldn't stop, either. So i filmed all that I could. But my favorite was the World Trade Center, for sure. Being so close to it, seeing how enormous it really was had amzed me! I think that was the only time in my life that I was happy we were stuck in a traffic Jam. So, after about 30 minutes of filming the camera started beeping. Yes, it let out a loud ""beeeep...beeeep...beeeeep!"" when it was low battery. My father was annoyed by the noise and says to me: ""Put the camera away, I'll bring you to the WTC next summer. They're not going anywhere!"" And i actually have him on video saying this. I plan on uploading it on here someday soon when i can figure out how to put my VHS footage onto a computer or phone. Every person I've ever showed that video to is almost freaked out by what he says. Because he lets out a creepy little laugh afterwards, like he knows. Obviously that wasn't the case. But the situation and just the coincidence that 3 weeks later they collapsed. It's terrifying to me."
@adamknaster8609,yea and that video was to mark the 10th anniversary of 9/11 back in 2011 and this year 2018 marked the 17th anniversary of 9/11
@ALR27,We watched this in social studies on 9/11 this year and this just broke my heart..
@maraiahjewel6249,its sad to see that
@areshera3245,"I take it, The 3 little pigs, Never come out."
@salih2724,"All intelligence agencies in America and Europe know very well that the catastrophic terrorist attacks were orchestrated by the Mossad and its planning, in cooperation with America's friends in Israel, in order to charge the Arab states and to urge Western powers to participate in the war in Iraq and Afghanistan. "" ) Where the 400,000 tons of concrete went Is it evaporated by the collision of the aircraft Or was blown up piece by piece and floor level"
@zoesowos3253,"they knocked down the towers, to show people that america isn't strong"
@brianmurphy5036,CNN celebrates its role in a tremendously successful operation.
@ethanwillis1577,Easy for u to say my mom and dad died in that shit!!!!
@balazsvarga5613,The reporter said: There has just been a huge explosion... there was a cascade of sparks and fire... that was the start of the demolition
@adelaideautowashes,Im Australian but this is still tragic. R.I.P
@IT-fj1nx,"2:47 ""they are jumping out the windows because they are trying to save themselves I guess"" Riiiiiiigggght"
@dio4254,Osama bin ladden did this
@user-ug6zg4ig4f,So sad its hard to stop remembering
@l_j_c_5397,2018 ?
@TrealazFuuk,Bush didnt give a fuck. You could hear it in his voice
@lenglain,"Was in high school in midtown when it happened. It was hard to undertstand the gravity of the situation, we were evacuated and I could see the smoke from downtown. But when I got home and saw the towers collapse on TV I started crying. Later that night I turned my tv off because I could smell burnt plastic like it was overheating. Turns out it was the smell of burnt electronics coming from downtown. The hardest part for me as a witness to this event was seeing the city covered in ""missing"" posters. the subways were covered in them they were everywhere, all these pictures of smiling people presumed dead."
@joelc.1591,I was 1 year and 9 months old....
@jeanettemann877,"I was in community college. My dad called me in the morning to tell me to turn on the TV. I did, saw what was happening, turned off the TV and turned on a movie. Then it hit me of what the.... I turned back on the news and was in disbelief. I went to school and a lot of students were watching TV, some crying, some quiet. I had psychology class and the teacher acted like nothing happened. I'll never forget that day. Still get emotional thinking about it. For months every time a plane flew above us we stared and a few people scared."
@HaremHaver132,"Yet New Yorkers remain dumb enough to vote for islam loving Democrats, even after living through this."
@MineOnly-qi3vx,"Currently I'm 13 now in 2018... but I just want to say I am really really upset and sad that uninformed and innocent people lost there lives due to ISIS and there stupidity on 9/11/01... Even KIDS were killed thanks to ISIS. Even though I wasn't alive then my greatest prayers to those very innocent people who lost there lives that sad day.. Nobody should have lost there lives because of retards who try to kill Americans for fun or no reason at all... If I was a person then I wouldn't care but I would pull those Bastards dead bodies out of that burning building and threw there asses as far as I could!!!!!!!!!! I am sorry for all of you people or people you know who lost loved ones, friends, or there own lives"
@ManuLMalik,Inside Job! Peace for the thousands of victims that died there and for the millions of innocent civilians that got killed after 9/11.
@cobraxl6790,I dont want to be racist FUCK YOU AMERICA!1999 SERBIA WAS ON FIRE BECAUSE OF OUR FUCKING NATO!FUCK YOU AMERICA!
@shaggydog6812,"Not American, but for some reason I now understand why america is up everyone's ass. What happened was indeed a tragedy."
@Mia-wz5lk,I have watched many videos about united 93 the one that crashed in Pennsylvania a bunch of people tried to break into the cockpit of the aircraft not the territosts but the passengers they all died but there tried there best to survive
@es78xx,"400,000 people have died in Syria and no-one gives a shit."
@madisedits9142,Lost my mother and father in this and I watch this and I just feel sick.
@fayebaker2131,Like did the planes run into the towers on purpose??
@fayebaker2131,Why did they run into it?
@eddie0768,who the fuck liked this video it not a good video i might be sad for others
@RW4X4X3006,"Whenever I'm flying into JFK or LGA, I'm always still looking, and longing for the WTC on the Manhattan skyline."
@juantello1394,So sad america is hiding this from the people.
@juantello1394,"911, Emergency Dial Number"
@juantello1394,but what a coincidense it happened specifically on 9/11. why not on any other date?.
@juantello1394,"which indicates there only was one plane,.. The North Tower."
@juantello1394,"about this, every people that recorded always filmed the ground right before the plane crashed just letting see the explosion"
@juantello1394,"just going to say that after 17 years, there were never planes"
@anadaniel9394,I was 10 when this happened
@johnbrett8788,A really sad time in America history. Rip to all the innocent people who lost their life on that fateful day.
@tatum3383,I was crying
@tatum3383,We live in New York my Whole family does
@tatum3383,Oh my God I saw that in real life I wish that did not happen ever again
@matic6988,I am from croatia and my dad was talking to me that he was watching tv and suddenly on tv were a breaking news and this eas on tv.. Saaaaaaad
@JuanSanchez-dc6ic,My teacher she was recommending me to watch this video and it left me to it is never the right time to watch it in september
@littlestar9309,"Wait.... 1:07 ......why whenever the plane was about to crash into the building,it glitched and got a different angle before it hit? (This event is tragic and I feel horrible for the familys that felt with losses of the people in the building,I was just wondering)"
@erickaldana9234,Its still shakes me when the planes hit the World Trade Center
@caitbia,"Even though I live in China, I am crying right now bc I feel so bad for the families. Why can't people make peace and understand that this can change everyone."
@nicholi2789,"""slightly lower than normal altitude""... Lol"
@robertlloyd9236,second missle you mean
@obscuredenigma8361,my father was working on the first 7 floors as a custodian. my dad is alive ! thank you to whatever had him safe that day . and sad that my friends families have lost their lives. sad.
@cncmandevgan,Rest in Peace all :(
@lesliemarukunicesweetthick6293,I was not even born when this happened and I cried when I watched this my prayers still go out to others
@Asuo,Still heartbreaking 17 years later
@borisav2000,And what is amassing that americans did this to americans . Priceless
@gabeissad5783,I hate life :(
@2509lee,:(
@2509lee,Moment of silence
@naciremasti,"inside job. sorry, look at the facts. the government is lying to us."
@areshorror,Stupid terrorists think they can come in the US and kill themselves to kill more people. I don't think they know who they are messing with. Salute to the people who died.
@josecornejo152,RIPto these people that die
@kaitlynconnell6657,I read (crys) I read I survived the attack of the twin towers and when I got to the part that one of the towers collapsed on main character oh my goodness I cried it is so sad I don't get why someone would run into it I don't get it cuz they would die unless the person who owns the Twin Towers did something to the man that ran into the Twin Towers and so we wrecked the building I don't know there is no point
@ATR-AlexTheRailfan,its 17 years ago
@tamikajones9666,This is really messed up
@DoctorHver,"Everything happening today one way or another we can attribute it to September 11, 2001."
@ashesunderworld6803,"This is a true story, My Uncle worked at the South Tower but his car broke down therefore he was late.. That car break down saved my Uncles life and Im thankful he's still alive and I feel for the people who lost their parent, Child, Brother, they're family I'm truly sorry for your loss and I wish u the best of luck (plus I'm Canadian my Uncle remained in NY) ~Ashes Underworld"
@kaylacantrell1859,"I was in kindergarten when the attack happened. My teacher let us watch the vhs she recorded of the news. She didnt want us to grow up thinking this was an accident or just some fluke to brush off. If I ever learned anything from school to take to heart- it's this. Now that I'm older and understand better- my gut wrenches to watch this. Being in the military now, I wonder everyday what the enemy is planning because of this and because of the things I hear regularly. You just never know and sometimes there is no warning, no matter how vigilant you are. I pray the families and victims found peace down the road."
@oaklandsideshows3362,This was all a inside job
